Image,User inventory item ID,Name,Needs To Be Reordered,Has Been Reordered,Link,Estimated Value (USD),From Box,Sourced From,Tracking Link,Fulfilled,Notes,Prize ID
https://images.pokemontcg.io/cel25c/15_C_hires.png,90118675-795c-421a-980e-bee355dfe67f,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,2959eb47-95bf-4f91-b991-1d51b7b3c6cb,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,9797bcdc-dfda-4b3a-949f-19052f6cf8dd,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,8b4a068b-b4cd-470e-8e68-3218304db085,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,3a8867c2-27dd-48db-947b-310441805f0b,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,9ba77721-3598-46d9-b29a-c3f253acd090,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,af03e8f1-c11f-4f8e-91cf-8548122fa692,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,1bf806e7-6090-4a62-9e63-715a202db7c8,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,b1af7d11-0762-4083-823c-0e3ef5dda431,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,57030727-b20b-4f20-841e-30d60ae06dcb,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,d7769016-b7bb-4f30-afe5-aa1930c8ace3,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,565aa951-1f67-4953-92d7-1158fe06b68c,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,c24ca321-5570-499c-a3a3-ad9bcf9e2885,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,f2540e55-a70b-42f9-bb93-42589379a755,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,ded4c90c-e63c-4df7-bee0-90ae2fc8e519,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,9245e723-d02d-496e-b80f-969ef4ff1925,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
https://images.pokemontcg.io/cel25c/15_C_hires.png,c3a78c7f-9c2e-4915-862f-3119ac76a369,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
